"Nome do Arquivo";"Data";"Tema de Discussão"; "Contagem de Palavras"; "Fala"
1950-5-14-Churchill-House of Commons Hansard-MR. FABER (York).txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;2567;I must crave the indulgence of the House upon this, my first occasion of addressing it, and I must ask the pardon of the House for Venturing to speak in so important a debate, My only excuse is that the subject is not an unfamiliar one to me, inasmuch as I was the Registrar of the Privy Council for nine years, and during that time all appeals from the colonies and from India passed through my hands. As regards the question of the new Constitution for Australia, I think that all that is necessary for me to say is, that I most heartily congratulate Australia on the fact that she is about, at last, to obtain the object of her desire. But the proposed limitation of the appeal to the Privy Council falls altogether into a different category. That is a matter which concerns, not Australia alone, but Australia in relation to this country; and, more than that, concerns our whole Empire. The Privy Council appeal is the right, in the last resort, of every subject of Her Majesty's Dominions beyond the seas to petition the Sovereign for justice; it is the prerogative right of the Sovereign to hear all such matters of complaint, and to grant such redress as the Sovereign may think fit. The Sovereign delegates the hearing to the Judicial Committee of the Privy Council, who report their opinion to the Sovereign; the Sovereign confirms their Report by an Order in Council; until so confirmed the Report has no validity whatever. It has been found necessary, from time to time, to cut down and modify the right of appeal of the subject. Throughout our Empire abroad, speaking generally, the subject has no right of appeal, unless the value of the matter in issue is ,£500 or over. Otherwise, special leave to appeal must be obtained from the Privy Council before an appeal can be brought. In the case of the Supreme Court of Canada, the subject has no right of appeal to the Privy Council at all. Special leave to appeal must in every case be obtained, and until that is obtained, the subject is precluded from any appeal so far as the Privy Council is concerned. But this is the first occasion on which it has been sought to cut down the prerogative right of the Sovereign to admit any appeal whatever, as she may think fit, to her Privy Council. I  think we shall be all agreed, both here and in Australia, that such a course ought not to be taken without cogent reasons being shown for it. What are these reasons? The first reason which has been adduced is that the people of Australia wish it. But are we quite justified in arriving at this conclusion? I know that a Bill of 128 Clauses was submitted to five of the colonies of Australia by a referendum, and that those colonies assented to it by large majorities, but did they do anything more than say "yea" to the great question, " Shall Australia be federated?." Are we justified in assuming from their answer that they approved of the Privy Council clause in the Bill? I venture to doubt whether most of those who answered "yea" knew that there was this Privy Council clause in the Bill at all, or if they did know, whether they were aware of the meaning of it. I do not think the Privy Council question is "popular" question at all. It is a question for the experts of Australia, and the experts are deeply divided upon it. Legal opinion in Australia, so far as we know, seems to be largely in favour of retaining the Privy Council appeal. In these circumstances, are we justified in making a radical change of this kind, on the ground that it is desired by the Australian people? I do not think that we arc. Another point that is taken is that all that Australia desires is the right to interpret her own Constitution; but the latter part of Clause 74 of the Bill goes far beyond this, for it provides that the Parliament of Australia may make laws, further limiting the Royal prerogative; and under such a power, that Parliament may at any time cut away the prerogative altogether, and certainly destroy the Privy Council appeal. It is put forward, in favour of this right to interpret her own Constitution, that the Australian Courts are the best judges in such a matter, and that Australia ought to have such a right, as a matter of self-government. But is it a matter of self-government at all? The colonies of Australia have been governing themselves, in the fullest sense of the word, for years; and yet there has been all the time an appeal to the Privy Council, which has worked perfectly smoothly, and has interfered in no way with self-government, for the reason that the two move altogether on different  planes. Is not the Dominion of Canada self-governing? There there is the free, unrestricted prerogative of the Sovereign to admit any appeal to the Privy Council she may think fit, In 1867 the British North America Act was passed, which incorporated the various provinces of Canada into one Dominion. That Act ascribed certain topics of legislation to the Dominion legislature, and certain topics to the legislatures of the Provinces. Questions constantly arose, between the Dominion and the Provinces, as to whether a particular topic of legislation fell within the powers of the Dominion or of a Province; large questions, in which the people of Canada were deeply interested—questions of education, of liquor-licence, of boundaries, of the rights of the Indians, among many others. These questions came, in the last resort, before the Privy Council, and I think the people of Canada were glad that they did, and were well satisfied with the decisions given. I should confidently appeal to the people of Canada to-day, to say whether or no they would prefer to keep the Privy Council appeal. [feel certain that their answer would be in the affirmative. Moreover, Clause 74 of the Bill, as I understand it, will not work, and is almost sure to lead to friction between the High Court of Australia and the Privy Council. May I take, if I am not wearying the House, just two or throe cases? Suppose a case, involving the interpretation of the Constitution, is brought in the Supreme Court of the State of New South Wales, as it may be, and that the judgment of that Court satisfies neither party; suppose that each side appeals, one to the High Court of Australia, the other direct to the Privy Council, and that the two tribunals differ; both will be final in the matter, though they conflict with each other. Which is to govern? Take another similar case involving the interpretation of the Constitution, which might easily arise. An action, on a question arising on the Constitution, is brought in the Supreme Court of the State of New South Wales. An action is brought, altogether independently, in the Supreme Court of the State of Victoria, happening to involve the same point; one case is appealed to the High Court of Australia and the other to the Privy Council. The two Courts take divergent views. Again you will have judicial chaos. Take  another case. Clause 74 provides that there is to be no appeal to the Privy Council from the High Court of Australia in matters involving the interpretation of the Constitution. But who is to decide whether it is a matter involving the Constitution or not? The High Court of Australia may think that it is and may decide the question finally; but the party aggrieved by the decision may present a petition to the Privy Council on the ground that the interpretation of the Constitution of Australia is not involved, and the Privy Council may take that view and grant leave to appeal, and hear the appeal, and the decision of the Privy Council may be different to the decision of the High Court of Australia. In such a case as that you will not only have a difference of opinion, but direct conflict between the two tribunals, the High Court of Australia considering that the Privy Council has assumed jurisdiction that does not belong to it. Exactly the same case may arise in the interpretation of "public interests" of Her Majesty's Dominions outside the Commonwealth referred to by Clause 74. The High Court of Australia may decide that public interests outside the Commonwealth are not concerned, whereas the Privy Council may hold that public interests are concerned. There again you would have a direct conflict between the two tribunals. I would much sooner see the Privy Council appeal done away with altogether, and the High Court of Australia made supreme in all matters, than I would run the risk of the jurisdiction of these two tribunals so overlapping as to be almost certain to come into collision. Then there is a different objection which has been taken to the Privy Council appeal, and I allude to it because the subject has come within my own experience. It has been said that there are long delays in the Privy Council. My memory tells me that, so far as delay is concerned, in bringing a case before the Privy' Council, that criticism is scarcely justified by the facts. I know there have been long delays in cases from Australia and elsewhere, but they have generally taken place in the colony from which the appeal has come, and before the record of the proceedings has reached the Privy Council office. It frequently takes a long.; time to prepare the record in the colony, and that is where the real delay, as a rule, occurs. But when the record  has arrived at the Privy Council office there is no delay in bringing the matter on for hearing, unless the parties them solves delay it. If the criticism means that there is delay in delivering judgment, then I must confess that there have been delays. But I do not think that fault is confined to the Privy Council alone. I think that many of our Courts in this country, and perhaps in the colonies, are equally open to that criticism. I venture to doubt whether judges are sufficiently alive to the serious inconvenience which is caused to suitors by delaying judgment in an appeal for sometimes many months after the hearing. Another objection which has been made to the Privy Council appeal is its expense. I know that all litigation is expensive and that law is a luxury of the most expensive nature. I do not think, however, that an appeal to the Privy Council is any more expensive than an appeal to the House of Lords, and I venture to doubt whether it is any more expensive than an appeal will be to the High Court of Australia. Another objection taken—and the most serious one of all—is, that the Privy Council is not a strong enough tribunal; that, in the words of one of the Delegates, the Privy Council is not a tribunal that this country would be satisfied with. In answer to the latter part of that criticism I may say that for years past the Privy Council has been a stronger tribunal than the House of Lords, which is the final Court in this country To-day the Privy Council consists not only of all the Lords who sit judicially in House of Lords cases, but of many members besides, including three distinguished judges from Canada, Australia, and South Africa. The real trouble does not lie there, but it lies in the fact that when the Privy Council and the House of Lords sit at the same time, as they frequently do, it is very difficult to make up two strong Courts, with the result that one is apt to be sacrificed to the other. There is only one remedy for this, and that is, that there ought to be more paid judges. We have relied far too much in the past upon gratuitous assistance, which has been nobly given, and which nobody desires to criticise. But when you have paid judges you have, of course, a right to call for their services, which you have not when they are unpaid. The right hon. Gentleman the Secretary of State for the Colonies, who introduced this Bill, has  foreshadowed the change that is going to be made. I myself hope the Privy Council will not be incorporated in the House of Lords. I am sure such a scheme would not be agreeable to India. The natives of India set great store by the fact that their appeals are made to the Queen Empress. Nor do I think it would be agreeable to the colonies. There are many Parliaments in the British Empire, but there is only one Crown, and I think the colonies, if they had to choose between the two, would prefer a strong Privy Council, which is the Court of the Sovereign, to the House of Lords, which is a Court of our Parliament. In my view the time has now come for the establishment of a new Court altogether, which would be neither the Privy Council nor the House of Lords. What I should like to see established would be a Court entitled "Her Majesty's Supreme Court of the "British Empire." Such a Court would satisfy both the colonies and India. Let it consist of eleven paid judges at least:— the Lord Chancellor, six Lords of Appeal from this country, three Lords of Appeal from the colonies, and one from India. Divide the Court into two divisions, and let the two divisions sit at the same time. Let one take the English, Irish, and Scotch appeals, and let the other deal with Colonial and Indian appeals. Let the quorum in each case be five; in a Court of final resort, such as this, I think the parties are entitled to have their cases tried by five judges at least. I know this will cost money, but it is worth it, if it is worth keeping the appeal from the colonies to this country. Running the Empire on the cheap is an expensive process in the end. I say it is worth keeping the appeal to this country. The Privy Council appeal in the past has been the strongest bond of union between this country and the colonies. A Canadian barrister once remarked to me that it was the one link between Canada and this country. I know that the old idea of treating our colonies as encumbrances has passed away for over. We all look upon them now as a joy and a glory— aye, and in our hour of need a strong help also. Thanks to the Secretary of State for the Colonies, the Premier of Canada, Lord Strathcona, and eminent men in Australia and New Zealand, the fire of patriotism burns in our colonies with a pure clear flame which is the wonder of the world. In South  Africa, men from Canada, New Zealand, and Australia are fighting side by side with men from England, Ireland, and Scotland, under one flag. With the copious outpouring of their blood they are sealing our Empire together. In the words of a great orator— 
1950-5-14-Churchill-House of Commons Hansard-SIR CHARLES DILKE  (Gloucestershire, Forest of Dean).txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;100;I hope the Attorney General will be able to answer a question with which I wish to begin. He probably has the amendments before him, and I wish to know whether the two main amendments placed before us by the Secretary of State for the Colonies are the only two substantial amendments. My reason for beginning with this ques-is that on page 19 of the Blue-book a third substantial amendment is foreshadowed, but has not been alluded to by the right hon. Gentleman. It concerns merchant shipping, and I wish to know whether it is to be made or not.
1950-5-14-Churchill-House of Commons Hansard-THE ATTORNEY GENERAL (Sir ROBERT FINLAY,  Inverness Burghs).txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;21;The two amendments mentioned by my right hon. friend the Colonial Secretary are the only two amendments of a substantial character.
1950-5-14-Churchill-House of Commons Hansard-SIR CHARLKS DILKE.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;26;And the words as to the Commonwealth Constitution being in force on merchant shipping from Commonwealth port to Commonwealth port are to remain in the Bill.
1950-5-14-Churchill-House of Commons Hansard-SIR ROBERT FINLAY.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;1;Yes.
1950-5-14-Churchill-House of Commons Hansard-SIR CHARLES DILKE.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;2195;I am glad to hoar that. It is a very excellent thing that the grounds of difference should be narrowed down to two, which,  in my opinion, are substantially one, and that this question of merchant shipping is not to be raised on this occasion. The two points which the Secretary of State for the Colonies has placed before us to-night are those which he thinks so important that, while waiving smaller matters, it is necessary that we should enter into a sort of friendly conflict concerning them with the Australian people, who have pronounced in a referendum in favour of this Bill. The first of these points refers to the application of the Colonial Laws Validity Act, and the other refers to the special leave to appeal. No one denies the applicability to all the colonies of the principle of the Colonial Laws Validity Act. The Secretary of State in his introductory speech alluded to it as being thought to be unnecessary by the Australians, and he argued that it was necessary. But how in the world is it possible to attach the importance to this matter which the Government does, to enter into a conflict regarding it, and to render a reopening of the whole constitutional question in Australia necessary, when the Secretary of State for the Colonies himself tells us that all the Colonial Laws Validity Act does is to confirm the already existing law of the Empire which is the law without it, and to preserve portions of Colonial Acts which otherwise would fall to the ground. The Colonial Secretary to-night explained the meaning of the Colonial Laws Validity Act. The effect of this Act was most ably argued by the light hon. Gentleman the Member for West Monmouth in one of his letters, signed "Historicus," in The Times. The Colonial Secretary adopts his view, and says that the principle of the Colonial Laws Validity Act is that it is an enabling statute to preserve portions of colonial laws which otherwise would have fallen through by reason of conflict with our laws. Where is the necessity to enter into a conflict as regards the applicability of that Act to Australia? The principle exists, everyone admits it, and no colony can divest itself of it. It is accepted by every Court and by the representatives of every colony, and why, therefore, enter into a conflict regarding it? Is it worth while to run all the risks which an alteration of the Act would imply either with regard to the Colonial Laws Validity Act or to the whole question of appeal, both being in reality  closely connected? The Colonial Secretary argued that we must rely upon statute and that we must run the risk of altering the Bill as it stands, because we cannot rely on what he calls the Veto. He implied in his speech that the Veto in the case of great dominions such as the Commonwealth cannot be applied. That is not the case. I ventured to move to day for a continuation of the Return issued in 1894 on this very question. It will be seen from that Return that a considerable number of Colonial Acts have either been reserved, which was the old practice, or contained a suspensory clause providing that they should not come into force until they have been scrutinised at home. In some cases controversy arose and the Acts were dropped. My point against these changes is that they are unnecessary. It is not necessary to introduce the Colonial Laws Validity Act, because it is admitted that its principle applies to all the Colonies, and would be enforced by every Court in the Empire, and with regard to any other dangers they are amply guarded against by the power of reservation or by a suspensory clause, or else they concern the Executive Government, and are entirely outside the question of appeal. That is my case against these changes. We should be able to judge the cases likely to arise in Australia by looking at the cases which have arisen in Canada. These have been cases concerning copyright, merchant shipping, and marriage with a deceased wife's sister. i Now, as regards copyright, there has never been any conflict between us and the Australians, and there is not likely to be any conflict. It is a question not likely to arise in Australia, although it has risen frequently in Canada. The case of merchant shipping is one which has arisen in Canada and may arise in Australia, but it is amply provided for by means of the power of reservation or by a suspensory clause, as in the case of Canada. There cannot be absolute uniformity in all our merchant shipping laws. That is gone beyond recovery. We have different codes in India and in Now Zealand. In New Zealand especially there are enormous differences, as an advanced principle with regard to merchant shipping has been adopted in her laws, with reference to the Manning Scale, and the provisions with regard to rate of wage, and these have been conceded to New Zealand without any reservation of  the Act. Until you get uniformity of legislation in large groups of colonies, all the dangers you apprehend are amply provided against, either by reservation or a suspensory clause. Remember that under this Constitution there is power given to the Governor-General to send the Bill back to the Parliament of the Commonwealth with suggestions for amendment, and of course in such a case it is certain that such amendments would be a matter for discussion between the Home Government and the Commonwealth Government, or for greater security the Act would of course be reserved. With regard to the question of appeal, I ask why many of the arguments addressed to us to-night should have been addressed to us at all. How do they strengthen the case for the proposed amendment? On page 26 of the Blue-book the House will find two main arguments given in favour of the change. One has been mentioned to-night, namely, foreign enlistment; the other has not been mentioned, namely, the case of merchant shipping, to which I have already alluded. If, however, there is real danger in such a case as foreign enlistment, that danger and other dangers to which I have alluded will not be guarded against by a reservation of the law or by a suspensory clause. It is the danger of action by the Executive Government of the colony—that is the danger we have to deal with, and no power of appeal, nor any of the amendments proposed to this Bill, can affect that danger. We can only trust in such matters to the good sense of the people of the colonies, as we have trusted to it in the past. Two cases of such conflict have arisen. One was when two Australian colonies made a statute forbidding entrance into the colonies of time-expired or pardoned convicts. That statute was disallowed, and the Executive Government proceeded to act on the disallowed Act as if it were actually in force. That was very dangerous action on the part of the Executive Government, and one calculated to make very serious trouble. That is the real danger we have to avoid, and none of the amendments to this Bill cover such a case as that. The other case which occurred had reference to the Fenian informers who were not allowed to land, and was again the action of the Executive Government. It is argued that many of  these dangers may be guarded against by an appeal to the Queen in Council. I confess I cannot see how they can be guarded against in such a way. With reference to danger arising out of the Foreign Enlistment Act I think it would be far better to stop at once the dangerous clauses in any such Act rather than wait until feeling was exasperated and actual danger had arisen in the colonies. These are dangers which can be guarded against at the time, but they are not dangers which when conflict has arisen and when passion is aroused can be got rid of by an appeal to the Queen in Council. The Colonial Secretary tonight told the House that when the Colonial Prime Ministers were here at the time of the Jubilee he handed them an amended Bill showing the changes which he would like to have introduced into the Constitution Bill on the question of appeal. It must be remembered that the undoubted intention of Sir James Abbott, when in March, 1898, he moved amendments which placed Clause 74 in its present form, was to carry out what the Colonial Prime Ministers believed were the Colonial Secretary's wishes as mentioned at the time of the Jubilee. These amendments were made and afterwards revised by the drafting committee with the intention of meeting the views of the Colonial Secretary; but if the amendments which were then introduced did not meet his view, why did not the Colonial Secretary again correspond with the Prime Ministers and those responsible for the drafting of this Constitution and say that the amendments were not sufficient? An immense time passed, step after step was taken in Australia, but no step was taken by the Colonial Secretary from 1897 until two or three months ago. I think we must agree with what was said by the Leader of the Opposition on that point, namely, that it would have been more courteous to the colonies and wiser in the interests of the changes which the right hon. Gentleman wished to obtain if the Colonial Secretary had made some communication between the date of the Jubilee and that of the Bill reaching this country in its present form. The right hon. Gentleman said to-night that the link of the Privy Council appeal was very precious in the interests of the Empire, and though he did not go so far as to use language as strong as that which has fallen from the hon. Member  for York, yet he quoted from a memorandum of the Privy Council itself very strong language indeed with reference to the value of the tie. In the Blue-book the right hon. Gentleman used an argument which he has not placed before the House. On page 28 of the Blue-book he expresses the view that the Bill is a retrograde measure, on account of its provision with regard to appeal, as far as Imperial federation is concerned. I should have been glad to have heard some attempt to justify that statement. I cannot conceive it to be the case. To my mind the whole controversy in which we are now engaged has exactly the opposite effect. If there is one proposal more than another that I have advocated in this House it is that we should prepare in time of peace for what may come upon us in time of war, by cooperation between our colonies and ourselves. I believe joint action of that kind would be formed if we had been able to accept this Bill without amendment, and if there were no actual danger to the Empire in accepting this Bill it would be far better to have taken the Bill as it stands. Instead of saying that the Bill would be a retrograde step as far as Imperial Federation is concerned it would have been better if the right hon. Gentleman had pointed out some positive danger to the Empire in taking the measure as it stands. In that it seems to me the Sec-rotary of State for the Colonies has conspicuously failed to-night. The right hon. Gentleman has told us that it is for external reasons—reasons affecting other nations—that it is necessary to make this change. I confess it seems to me that the right hon. Gentleman has entirely failed to establish any necessity, on what may be called the foreign or external point of view, for making this particular change in the Bill. We have already the weapon of the reservation of the Bill and of non-assent to it, we have also the weapon of the Colonial Laws Validily Act, and I cannot conceive any case being shown where an appeal to the Privy Council would be likely to save us from a foreign danger to which otherwise we would be exposed. The Secretary of State in the latter portion of the Blue-book appeals to the opinion of the colonies, and in his speech to-night he laboured rather hard to try and convince the House that opinion in the colonies was already in a very large minority with him, and was coming round  to his side, if it had not actually become a majority. He quotes three colonies out of seven as agreeing with his view, and he quoted to-night the opinion of Judges and newspapers against the opinion of the delegates who have the highest responsibility in this matter. Surely they represent the feelings of the people of Australia on this question more accurately than even the Australian Parliament or the Prime Ministers, and he has quoted against their opinion that of judges and i newspapers.
1950-5-14-Churchill-House of Commons Hansard-MR. J. CHAMBERLAIN.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;11;Does the right hon. Baronet state that these delegates were elected?
1950-5-14-Churchill-House of Commons Hansard-SIR CHARLES DILKE.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;13;They were elected to the Convention to represent their colonies in this country.
1950-5-14-Churchill-House of Commons Hansard-MR. J. CHAMBERLAIN.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;32;They were not elected as delegates, but were, of course, appointed by the responsible Governments, and I am not aware that they claim to have any special mandate on this particular question.
1950-5-14-Churchill-House of Commons Hansard-SIR CHARLES DILKE.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;434;What I said was that these delegates represent the federal feeling of Australia. They are known as the federal leaders, and two of them led the Federal Convention, and were elected to that convention by a larger number of votes than is usually recorded in Parliamentary elections in Australia. Therefore I say they are perfectly representative of Australian feeling, not of colony by colony, but of the majority of the people of Australia. The right hon. Gentleman quotes the opinion of three colonies—Queensland, Western Australia and New Zealand. The colony of Queens-' land was late in coming into the Commonwealth, as he has shown. The four colonies which hung to the Federal movement all along were New South Wales, Victoria, South Australia, and Tasmania. Queensland was not represented in the Convention when the 74th clause was arranged; and it must be remembered that several of those who have spoken in her name were opponents of the Federal Union, and were only driven into it ultimately by the feeling of the electorate of the State. As regards Western Australia, Sir John Forrest, the Premier, to the last moment stood out from the Federal movement, and he has now been  driven into it by the electorate of his State against his own personal opinion. Then my right hon. friend recites Now Zealand as the third colony on his side. I can say that New Zealand was not a party to this Bill, and never will be a party to a close federation. Although it had been very willing to come in with Australia as a potential member of the Federal Council, New Zealand cannot, on account of the divergence of her interests and the enormous distance from Australia—it is as far from Australia to New Zealand as from this House to Africa— come into closer federation. That was the three colonies out of seven, while on the other side, in favour of keeping the Bill as it is, you have the opinion of the really Federal colonies which have been in the movement from the first—New South Wales, Victoria, South Australia, and Tasmania. I am very sorry that the Secretary of State should have published in Blue-book, and should have quoted here tonight, the opinion of certain colonial judges in regard to what is the opinion of Australia as a whole. And more than that, that he should have quoted the personal opinion of colonial governors of single colonies as regards the opinion of Australia as a whole. The Blue-book is full of quotations like that, and the right hon. Gentleman quoted the Governor of Queensland.
1950-5-14-Churchill-House of Commons Hansard-MR. J. CHAMBERLAIN.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;13;No, no! I certainly refrained from quoting the opinion of any English Governor.
1950-5-14-Churchill-House of Commons Hansard-SIR CHARLES DILKE.txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;629;At all events I say that it is a great pity that the right hon. Gentleman should have printed in the Blue-book the personal opinion of Lord Lamington, because it is calculated to set up the backs of the people throughout the Australian colonies. There is nothing on which these colonies are more touchy than interference of this kind, and when Lord Lamington tells us, not what is the judgment and opinion of his constitutional advisers, but what is his personal opinion, and that of Australia generally, he is going outside his functions in a way which will be bitterly resented in Australia. We have the same thing in regard to the Governor of New Zealand, when he gives his personal opinion as the opinion of Australia, although in much less strong language  than that of Lord Lamington. As these debates go on I think we shall find more and more that this is not a legal or a technical question. The hon. and learned Gentleman the Member for South Longford, who represented Canada in the celebrated negotiations as to the Privy Council in 1873, knows how the proposals on that occasion failed and utterly broke down. Lord Selbonie took one view, and Lord Cairns took another, and the whole of Lord Selborno's proposals fell to the ground. This matter will not be settled as a technical and legal question, but as a moral and political question. The hon. Member who spoke last said that a Canadian statesman had told him that the Privy Council appeal was the last link left between the Empire and the Colonies. But it seems to me that the Empire rests on stronger links than any Privy Council appeal. These links are the flag, respect for the institutions of the Empire as a whole, the provisions made in regard to defence, which rest mainly on a broader field, representations by the Governor General, and common service in arms, to which the hon. Gentleman himself alluded. These will always form much stronger links than any appeal to Imperial Courts. In 1885 when the Federal Council for Australia Bill was first brought before the House of Lords, in which it was introduced by the Government of which the right hon. the Secretary of State for the Colonies was a member, and again, afterwards, when it was introduced here by the incoming Conservative Government which had to pass it through this House, an argument was used by the late Lord Derby in the other House, and by the present Lord Derby in this House, of a most curious kind, which bears very closely on the present Bill. They said that that Federal Council Bill had come before Parliament with peculiar sanctity. To use the words of the late Lord Derby, "it came with this special recommendation that it was a scheme which the Australian community had devised for itself." As compared with the South African Bill of 1877, and the Canada Act of 1867, the Federal Council Bill was not prepared here, but by the Australian Parliaments. But the Bill before us is presented with an even higher sanction than the Federal Council Bill of 1885. It has passed, as no other Constitution in the British Empire has passed, through the ordeal of a reference to the whole  people of the country to whom it concerns. If there is any vital necessity in the interests of the British Empire, or in the interests of the sanctity of treaties, why this Parliament should pull the Bill to pieces, then no doubt this Parliament is bound to exercise its power; but it appears to me that the Colonial Secretary has failed to show the House that there is any such overwhelming necessity for dealing in that manner with it.
1950-5-14-Churchill-House of Commons Hansard-MR. VICAKY GIBBS  (Hertfordshire, St. Albans).txt;1950-5-14;                Commonwealth Of Australia Constitution Bill;995;The right hon. Gentleman the Leader of the Opposition says that the question in regard to the retention of the Privy Council appeal is a small technical point; but I do not think that any one on this side of the House will hesitate for a moment to agree with the right hon. Gentleman the Member for the Forest of Dean, that it is a political issue. It has been said that the delegates represent Australian feeling in regard to Clause 74. I hold that the delegates represent a very strong and proper feeling in Australia in favour of Federation, but nothing more. Interesting as it is, and important as it is that this Bill should have been submitted by referendum to the people of Australia, the real question asked in the reference was whether the people desired to federate or not. Each individual did not vote on every detail in the Bill. The right hon. the Loader of the Opposition said that the speeches should be short and few, but he made a speech which was certainly calculated as much as anything could, to stimulate debate. I venture to say that when he spoke of the action which the Government contemplate, and which I most heartily and cordially approve of, as being an open rebuff to the people of Australia, he was saying what is actually mischievous, and which ought not to have come from a man in his position. It is a painful commentary on part' politics that such a remark should have been made by the Leader of the Opposition. I know Australia and the Australians, and I believe they are not so silly as to be influenced by such a remark. They will have regard to the tone of the Colonial Secretary's speech, and to the proposal he has made for a new Court, and they will see the generous recognition of the part which the colonies themselves ought to play in that new Appellate Court. I cannot agree alto-  gether with all that my hon. friend the Member for York has said in disapproving of that tribunal. I cannot think the colonies will be influenced by a name. They will look at the facts, and that in that tribunal they themselves are to have a place. The Leader of the Opposition complained that the Colonial Secretary had referred to the newspapers, and said, "We all know how newspapers have been manipulated." Well, I do not know how newspapers are manipulated; but I do know the Australian papers well. I lived for two years in Melbourne, and you could no more manipulate the whole Victorian press to express a particular opinion than you could the whole London press. It would be absolutely impossible. Clever manipulator as the right hon. Gentleman may be, he could not undertake to make The Times, the Standard, and the Daily News all write in the same tone on some great public question unless he had public opinion behind him. No more could he manipulate the Age and the Argus, the two leading newspapers of Melbourne. Again I say it would be absolutely impossible. If the Australian newspapers are unanimous on the point it is a most remarkable thing, and a striking demonstration that the great weight of public opinion in Australia must be on the side of the Government. It was said by the Colonial Secretary that the banks and insurance companies were in favour of the Government proposal, but the right hon. Gentleman the Leader of the Opposition said, "How do we know that the banks and insurance companies were not against federation?" We do not know whether the banks or insurance companies were in favour of or against federation, because that is a question that does not concern them; but this we do know—that they, like all the commercial opinion of Australia, are in favour of the appeal to the Privy Council, because it is in the interest of men who trade in Australia. That is not gossip, but I know it as a fact by being in constant weekly communication with Australia, and it is important for the House that they should realise that fact. I have been asked whether if the 74th Clause was amended it would involve a fresh referendum. I do not myself believe that for a moment. I can quite understand that the delegates were most anxious lest they should do anything which would commit themselves  to a fresh referendum. They knew the anxiety and the labour they had gone through to get this length. It is important that we should leave nothing in the Bill which is liable to involve us unnecessarily in friction between us and the colonies, or friction between us and foreign Powers, and both of these risks are involved if the appeal to the Privy Council is not restored. I have had communications with men in important positions in Australia who are set on having the appeal retained. This measure has been approached in a conciliatory spirit, and every care has been taken to avoid saying anything that could be regarded as any sort of rebuff. The colonies are not so silly as to claim plenary inspiration for the Bill. They say it is a good Bill, an important measure, but they do not say it is a perfect Bill in every word. When they know that it is approached by Her Majesty's Government with absolute sincerity, and with every desire to give in to their wishes in everything that affects the colonies themselves, I say it is a monstrous thing that that should be spoken of by the Leader of the Opposition as an open rebuff, and that an attempt should be made to inflame their minds against those who desire their benefit above all things in this world. I am sure that when the right hon. Gentleman considers the matter he himself will regret to have used such words as he did.
